ID,ESTABELECI,ENDERECO,LAT,LONG,BAIRRO
1370,V DAS BELEZAS - UBS DR. ALBERTO AMBROSIO,"ISAIAS BRANCO DE ARAUJO,TTE,R,101",-23642548,-46740777,V DAS BELEZAS
1371,V DAS MERCES-UBS,"NOSSA SENHORA DAS MERCES,R,1315",-23629079,-46604422,V DAS MERCES
1372,V DIONISIA-UBS,"CHEN FERRAZ FALCAO,R,50",-23464566,-46661585,V  DIONISIA
1373,V EDE-UBS III,"MARCOS SIMIONE,PE,R,390",-23490425,-46590920,V EDE
1374,V ESPANHOLA-UBS,"JOAO DOS STOS ABREU,AV, 650",-23480948,-46667451,V ESPANHOLA
1375,V ESPERANCA-UBS CASSIO BITTENCOURT FILHO,"MARIA CARLOTA,R., 631",-23526650,-46527370,V ESPERANCA
1376,V FORMOSA - UBS (ANTONIO SILVEIRA E OLIVEIRA),"ACURUI,R,720",-23560875,-46552514,V  FORMOSA
1377,V FORMOSA I -UBS COMENDADOR JOSE GONCALEZ,"NOSSA SENHORA DAS DORES,R,350",-23569674,-46534195,V FORMOSA
1378,V FORMOSA II -UBS,"MARQUES DE NAZARE,PCA111",-23566679,-46545915,V FORMOSA
1379,V GRANADA-UBS ALFREDO F. PAULINO,"MADALENA JULIA,R,60",-23523064,-46508335,V GERMANIE
1380,V GUACURI-UBS,"VALENTINO FIORAVANTI,R,416",-23702631,-46635644,JD. RUBILENE
1381,V GUARANI - UBS,"TERESINHA,R,123",-23579027,-46527859,V  GUARANI
1382,V GUILHERME- UBS,"JOAO VENTURA BATISTA,R,615",-23515717,-46605055,V GUILHERME
1383,V GUILHERMINA-UBS AMERICO RASPA NETO,"JOAO MARCHIORI,R,59",-23537243,-46513933,V GUILHERMINA
1384,V GUMERCINDO-UBS PROF. JANDIRA MANSUR,"LUCIO DE SOUSA,D,R,372",-23603332,-46623059,V GUMERCINDO
1385,V HELOISA-UBS,"AYRES QUARESMA,R,11",-23589285,-46534388,V HELOISA
1386,V IMPERIO - UBS,"CATARINA,GABRIELLI,R,150",-23677002,-46651288,AMERICAN-POLIS
1387,V IMPERIO II -UBS GILDA TERA TAHIRA,"NESTOR SAMPAIO PENTEADO, DR,R,184",-23677002,-46651288,AMERICANOPOLIS
1388,V IPOJUCA (WANDA C DE MORAES)-UBS,"CATAO,R,1266",-23531524,-46700665,V IPOJUCA
1389,V IZOLINA MAZZEI-UBS,"ORLANDO RIBEIRO DANTAS,R,154",-23492830,-46600559,V IZOLINA MAZZEI
1390,V JACUI-UBS,"EPIDO FELICIANO,R,165",-23502081,-46449464,VILA JACUI
1391,V JAGUARA-UBS,"PAUVA,R,721",-23513602,-46746095,V JAGUARA
1392,V JOANIZA-UBS,"LUIS VIVES,R,85",-23673525,-46658855,V JOANIZA
1393,V LEONOR-UBS,"ANGELINA,AV,518",-23500446,-46596522,V LEONOR
1394,V MAGGI-UBS,"MONTERONE,CDE,R,40",-23454991,-46716065,JD. MAGGI
1395,V MANGALOT-UBS,"JOAQUIM OLIVEIRA FREITAS,R,1397",-23495068,-46745097,JD. SANTO ELIAS
1396,V MARIA-UBS PAULO GNECCO,"ANDRE DA FONSECA,R,70",-23499486,-46590132,V  MUNHOZ
1397,V MATILDE-UBS RUBENS DO VAL,"MARCONDES DE BRITO,R,1304",-23536376,-46527135,V MATILDE
1398,V MEDEIROS-UBS,"EURICO SODRE,R,353",-23491895,-46584769,V MEDEIROS
1399,V MISSIONARIA-UBS,"RAINHA DAS MISSOES,R,53",-23688536,-46649198,V MISSIONARIA
1400,V MORAES-UBS JOAO BOTELHO VIEIRA,"GIOVANNI DI BALBUCCIO,R,250",-23633637,-46611940,V MORAES
1401,V N SRA APARECIDA-UBS,"PAULINO SERQUEIRA,R,01",-23533676,-46442459,ITAQUERA
1402,V NIVI-UBS,"CAMPINOPOLIS,PCA,125",-23477290,-46587692,V  NIVI
1403,V NOVA CURUCA-UBS,"NARCEJA,R,51",-23515708,-46426226,V  NOVA CURUCA
1404,V NOVA GALVAO (SONIA R CAMPANELLI)-UBS,"ALPHEU LUIZ GASPARINI,116",-23450982,-46572139,V  NOVA GALVAO
1405,V NOVA JAGUARE-UBS,"SALATIEL DE CAMPOS,R,222",-23542420,-46744260,JAGUARE
1406,"V NOVA MANCHESTER (ARLINDO GENNARI,DR)-UBS","HAROLDO DALTRO,PCA,461",-23546069,-46531535,V  N. MANCHESTER
1407,V NOVA YORK-UBS,"EDGAR MAGALHAES NORONHA,DR,R,200",-23578303,-46509644,V NOVA YORK
1408,"V ORATORIO ""TITO P.MASCELANI"" -UBS","JOAO FIALHO DE CARVALHO,R,35",-23573518,-46558620,V DIVA
1409,V PALMEIRAS(V BANCARIA)-UBS,"FRANCISCO LOTUFO,R,24",-23494362,-46684871,V PALMEIRA
1410,V PENTEADO-UBS,"URUPEVA,R,S/N",-23466366,-46680180,V PENTEADO
1411,V PEREIRA BARRETO-UBS,"MANUEL D'ELBOUX,D,R,76",-23487266,-46713005,JD. SAO JOSE
1412,V PIAUI-UBS,"CAMILO CASTELO BRANCO,R,10",-23501676,-46760927,V NILVA
1413,V PIRITUBA -UBS,"RIBEIRAO VERMELHO,R,501",-23481950,-46746584,PIRITUBA
1414,V PROGRESSO-UBS,"REAL HORTO,R,115",-23514694,-46432914,V  PROGRESSO
1415,V PROGRESSO-UBS (JD MONTE ALEGRE),"ANTONIO GENELE,R,30",-23476226,-46703023,JD MONTE ALEGRE
1416,V PRUDENTE-UBS,"CENTENARIO DE V PRUDENTE,PCA,108",-23581804,-46582361,V  PRUDENTE
1417,V RAMOS-UBS FREGUESIA DO O,"VICENTE JORGE,R,80",-23481970,-46677598,FREGUESIA DO O
1418,V REGINA-UBS,"CATARINA LOPES,R,450",-23529659,-46458500,V  REGINA
1419,V RENATO-UBS,"BERNARDINO FERRAZ,R,54",-23617033,-46506574,V RENATO
1420,V ROMANA-UBS,"VESPASIANO,R, 679",-23528052,-46694718,VILA ROMANA
1421,V SABRINA-UBS CARLOS AUGUSTO AUTRAN,"FRANCISCO FRANCO MACHADO,R,150",-23491857,-46572780,V  SABRINA
1422,V SANTANA-UBS,"VITOR JOSE DE CASTRO,R,84",-23524747,-46445444,V  SANTANA
1423,V SANTO ESTEVAO-UBS,"ANTONIO CAMARDO, R,678",-23548776,-46560548,V GOMES CARDIM
1424,V SONIA -UBS,"ABRAHAO CALIL REZEK,R,91",-23597378,-46734262,V  SONIA
1425,V STA CATARINA-UBS,"BELMIRO ZANETTI ESTEVES,R,181",-23652877,-46652022,V  SANTA CATARINA
1426,V STA MARIA-UBS,"DARIO RIBEIRO,PROF,R,670",-23492659,-46671045,CASA VERDE ALTA
1427,V TEREZINHA-UBS,"DOMINGOS FRANCISCO DE MEDEIROS,R,70",-23458291,-46695984,JD TEREZINHA
1428,V ZATT- UBS,"MANOEL GOMES,MONS,R,624",-23476515,-46711049,V ZATT
1429,VARGEM GRANDE-UBS,"ARARAS,DAS,R,49",-23853765,-46707563,VARGEM GRANDE
1430,VARGINHA-UBS,"HENRIQUE MUZZIO, R,152",-23786468,-46684137,JD VARGINHA
1431,VELEIROS-UBS,"CLARA MANTELLI,AV,185",-23682616,-46711078,VELEIROS
1432,VERA POTY-UBS,"JOAO LANGE,R,153 ANTIGA ESTR. BARRAGEM A VARGIN",-23873605,-46655725,BARRAGEM
1433,VILA  ARAPUA - UBS,"COLOMBO FLORENCE,R,241",-23633112,-46588591,V ARAPUA
1434,VILA CAIUBA - UBS,"PRESIDENTE VARGAS,R,1",-23399045,-46751334,PERUS
1435,VILA CARIOCA - UBS,"ANTONIO FREDERICO,R,117",-23596180,-46594406,IPIRANGA
1436,VILA CARR´?¢O - UBS DR. ADHEMAR MONTEIRO PACHECO,"JACI BARBOSA,DR,R,280",-23552513,-46524187,CARRAOZINHO
1437,VILA DIONISIA II - UBS,"SETE DE DEZEMBRO, R. 73",-23467293,-46658344,VILA NOVA CACHOEIRINHA
1438,VILA MARCELO - UBS,"AMADO BENEDITO VILAS BOAS,R,616",-23785307,-46719643,VILA MARCELO
1439,VILA NATAL - UBS,"MARTA MARIA BERNARDES, PROF,AV, 246",-23763328,-46707003,VILA NATAL
1440,VILA ROSCHEL - UBS,"ALICE BASTIDE,R,290",-23840213,-46735897,VILA ROSCHEL
1441,VILA SILVIA - UBS,"BELEM SANTOS,R,8",-23490014,-46503551,CANGA-BA
1442,VILA TALARICO - UBS INTEGRAL JARDIM MARINGA,"MUAN´?¢, R., 214",-23552649,-46514591,JARDIM MARINGA
1443,"VITORIO R BOCCALETTI,DR-UBS (V PRAIA)","ANDRE DE ANDRADE,S/N",-23616614,-46745285,V  PRAIA
1444,"WALTER ELIAS,DR- CASA VERDE BAIXA UBS","MOURAO VIEIRA,R,11",-23508741,-46663549,CASA VERDE
1445,WAMBERTO DIAS COSTA -UBS,"PAULO CESAR,R,60",-23468318,-46602830,TREMEMBE
1446,ZUMBI DOS PALMARES-UBS,"HUMBERTO DE ALMEIDA,R,279",-23671592,-46745580,CHACARA SANTANA
1447,AFIP - VILA CLEMENTINO,"MARSELHESA, R., 500",-23596083,-46641011,VILA CLEMENTINO
1448,AFIP TDN - SP,"DIOGO DE FARIA, r., 508",-23595052,-46641129,VILA CLEMENTINO
1449,CENED-CENTRO DE NEFRO/DIALISE LTDA,"LINS DE VASCONCELOS,AV,356",-23565622,-46621428,CAMBUCI
1450,CENTRO ASSISTENCIAL CRUZ DE MALTA,"ORLANDO MURGEL,R,161",-23639392,-46653221,PQ JABAQUARA
1451,CENUPE-CLINICA NEFROLOGICA,"ANGELO ZANCHI,MAJOR,R,725",-23531254,-46545351,PENHA
1452,CETENE-CLINICA NEFROLOGIA,"NOVE DE JULHO,AV,3134",-23566874,-46659242,JD PAULISTA
1453,ENESP EQUIPE NEFROLOGICA,"ARMANDO DE ARRUDA PEREIRA,AV,ENG.1474",-23640075,-46641158,JABAQUARA
1454,NEFROCOR EURO SERVICOS MEDICOS,"ARMANDO DE ARRUDA PEREIRA,ENG,AV,1478",-23640075,-46641158,JABAQUARA
1455,NEFROLOGIA/DIALISE/TRANSPLANTE-CLINICA,"VOLUNTARIOS DA PATRIA,R, 3693",-23487140,-46626863,SANTANA
1456,NEFROS SOCIEDADE CIVIL LTDA,"CARLOS CAMARGO ARANHA,R,10",-23492367,-46617694,JD S PAULO
1457,NEPHRON ASS. NEFROLOGICA S/C LTDA,"VENANCIO AIRES,R,52",-23529473,-46678156,PERDIZES
1458,PRO-NEFRON ASSIST MEDICA SC LTDA-SERV DIAG TER,"MARCELINA,R,470",-23529551,-46696785,VILA  ROMANA
1459,UNTR UNID DE NEFROLOGIA E TRANSPLANTE RENAL-CE,"CANECA,FREI, 351",-23552224,-46650410,CONSOLACAO
1460,CENTRO DE REFERENCIA DO IDOSO - ZONA NORTE DE SAO PAULO,"VOLUNTARIOS DA PATRIA,4301",-23484349,-46630870,MANDAQUI
1461,CIDADE ADEMAR - URSI,"SEBASTIAO ANDRADE BONANI,R,340",-23655083,-46671273,JD PROMISS+O
1462,IPIRANGA-URSI,"XAVIER DE ALMEIDA,R,210",-23587114,-46608202,IPIRANGA
1463,JACANA/TREMEMBE - URSI,"JOSE VICENTE,DR,R,39",-23462448,-46623105,TREMEMBE
1464,MOOCA - URSI,"MARINA CRESPI,R,91",-23555505,-46603666,MOOCA
1465,SANTO AMARO - URSI,"BRAGANCA PAULISTA,R,71",-23641851,-46709954,VARZEA DO CARMO
1466,SE - URSI,"VITORINO CARMILO,R,599",-23531575,-46651898,CAMPOS ELISEOS
1467,ITAQUERA - SUVIS,"JOAO BATISTA CONTI,PROF,AV,331",-23551447,-46432853,COHAB II JOSE BONIFACIO
1468,CARANDIRU-URSI,"JOSE PEREIRA JORGE,R,305",-23503837,-46610494,CARANDIRU
